Date,Time,ecg1,ecg2,ecg3,ecg4,ecg5
2021-04-07,16:21:52.837000,-0.00027416,-0.0016261,-0.00046749,3.0439999999999996e-06,-0.0019713
2021-04-07,16:21:52.839000,-0.00025151,-0.0016258,-0.0004542,-8.821e-06,-0.0019914
2021-04-07,16:21:52.841000,-0.00023711,-0.0016286999999999999,-0.00044423,-2.7526e-05,-0.0020153
2021-04-07,16:21:52.843000,-0.00023252,-0.0016246,-0.00041303,-3.5064e-05,-0.0020155
2021-04-07,16:21:52.845000,-0.00024761,-0.0016167999999999998,-0.00036669,-2.8426e-05,-0.002007
2021-04-07,16:21:52.847000,-0.00027781,-0.0016149,-0.00033468,-3.3826e-05,-0.0020058
2021-04-07,16:21:52.849000,-0.00029642,-0.0016044,-0.00029819,-2.6481999999999998e-05,-0.0019893000000000003
2021-04-07,16:21:52.851000,-0.00030948,-0.0015953,-0.00025642,-3.245e-05,-0.0019702
2021-04-07,16:21:52.853000,-0.00032916,-0.0015914999999999998,-0.00022418,-6.4612e-05,-0.0019551
2021-04-07,16:21:52.855000,-0.0003429,-0.0015967000000000002,-0.00018971,-7.0258e-05,-0.0019445999999999999
2021-04-07,16:21:52.857000,-0.00035536,-0.0016101,-0.00014975,-6.7859e-05,-0.0019510000000000003
2021-04-07,16:21:52.859000,-0.00036266,-0.0016104,-0.00010589,-6.7957e-05,-0.0019510999999999999
2021-04-07,16:21:52.861000,-0.0003787,-0.0016152999999999999,-6.4229e-05,-7.6016e-05,-0.0019401
2021-04-07,16:21:52.863000,-0.00042306,-0.0016253,-1.6765e-05,-9.222700000000001e-05,-0.0019219999999999999
2021-04-07,16:21:52.865000,-0.00046237,-0.0016169,4.0174e-05,-7.844e-05,-0.0018881
2021-04-07,16:21:52.867000,-0.00049959,-0.00161,8.4979e-05,-6.8092e-05,-0.0018602
2021-04-07,16:21:52.869000,-0.00054465,-0.0016111,0.00012667,-8.1307e-05,-0.0018460999999999998
2021-04-07,16:21:52.871000,-0.00057528,-0.0016135000000000001,0.00016786,-9.2901e-05,-0.001836
2021-04-07,16:21:52.873000,-0.00060341,-0.0016339000000000002,0.00019405,-9.8563e-05,-0.001832
2021-04-07,16:21:52.875000,-0.00061498,-0.0016492000000000002,0.00023421,-9.9721e-05,-0.0018359000000000001
2021-04-07,16:21:52.877000,-0.0006048999999999999,-0.0016394000000000003,0.00028355,-0.00011067,-0.0018390999999999998
2021-04-07,16:21:52.879000,-0.00060632,-0.0016344999999999999,0.00030551,-0.00012255,-0.0018230999999999998
2021-04-07,16:21:52.881000,-0.00061974,-0.0016387999999999997,0.00032363,-0.00013299,-0.0017990999999999999
2021-04-07,16:21:52.883000,-0.00065913,-0.0016441,0.00035725,-0.00014445,-0.0017809999999999998
2021-04-07,16:21:52.885000,-0.0007070000000000001,-0.0016410999999999997,0.00040257,-0.00014002,-0.0017601
2021-04-07,16:21:52.887000,-0.00072289,-0.001627,0.00046038,-0.00014347,-0.0017479
2021-04-07,16:21:52.889000,-0.00073789,-0.0016385000000000002,0.00049786,-0.00016006,-0.0017454
2021-04-07,16:21:52.891000,-0.00076253,-0.0016625999999999998,0.00051867,-0.00016645,-0.0017346
2021-04-07,16:21:52.893000,-0.00078625,-0.0016664000000000002,0.00056216,-0.00017253,-0.0017257000000000002
2021-04-07,16:21:52.895000,-0.00082555,-0.0016773,0.00060187,-0.00017982,-0.0017308
2021-04-07,16:21:52.897000,-0.00088355,-0.0016909000000000002,0.0006305,-0.00017773,-0.0017219999999999998
2021-04-07,16:21:52.899000,-0.00095987,-0.0016891999999999999,0.0006723,-0.00017095,-0.0016895
2021-04-07,16:21:52.901000,-0.0010641,-0.0017060999999999999,0.00070743,-0.0001606,-0.0016550999999999998
2021-04-07,16:21:52.903000,-0.0011967,-0.0017333,0.00074359,-0.00014198,-0.0016093
2021-04-07,16:21:52.905000,-0.0013291,-0.0017383,0.00079593,-0.00011768,-0.0015553
2021-04-07,16:21:52.907000,-0.0014693,-0.001734,0.00085164,-9.1205e-05,-0.0015087999999999998
2021-04-07,16:21:52.909000,-0.00161,-0.0017172999999999997,0.00090349,-6.481899999999999e-05,-0.0014565
2021-04-07,16:21:52.911000,-0.0017157,-0.0016994,0.00094262,-3.7062e-05,-0.0014072000000000002
2021-04-07,16:21:52.913000,-0.0018305999999999997,-0.0017131,0.0009724,-1.6576e-05,-0.0013714999999999999
2021-04-07,16:21:52.915000,-0.0019564,-0.0017238,0.0010035,-8.4723e-06,-0.0013310000000000002
2021-04-07,16:21:52.917000,-0.0020857,-0.001715,0.0010462,1.3758e-05,-0.0012783
2021-04-07,16:21:52.919000,-0.0022363,-0.0017132000000000002,0.0010927,4.1771000000000004e-05,-0.0012261
2021-04-07,16:21:52.921000,-0.0023891,-0.0017043,0.0011367,5.4248e-05,-0.0011822
2021-04-07,16:21:52.923000,-0.0025675,-0.0016960999999999999,0.0011857999999999999,7.4532e-05,-0.0011292
2021-04-07,16:21:52.925000,-0.0027426,-0.0017059999999999998,0.0012277000000000002,0.00010396,-0.0010664000000000001
2021-04-07,16:21:52.927000,-0.0029104,-0.0017055999999999998,0.0012724,0.00013132,-0.0010135
2021-04-07,16:21:52.929000,-0.0031268,-0.0016872,0.0013269,0.00016572,-0.00094949
2021-04-07,16:21:52.931000,-0.0033375999999999996,-0.0016719,0.0013814,0.00020267,-0.00087054
2021-04-07,16:21:52.933000,-0.0035155,-0.0016593,0.0014398,0.00022432,-0.00081683
2021-04-07,16:21:52.935000,-0.0036868,-0.0016414,0.0014867,0.00023331,-0.00078453
2021-04-07,16:21:52.937000,-0.0038491999999999997,-0.0016251999999999998,0.0015267000000000002,0.00024282,-0.00074639
2021-04-07,16:21:52.939000,-0.0040282,-0.0016088,0.0015618000000000001,0.00025182,-0.00068993
2021-04-07,16:21:52.941000,-0.0042051,-0.0015879000000000002,0.0015929,0.00026923,-0.00061661
2021-04-07,16:21:52.943000,-0.0043451,-0.0015670999999999999,0.0016530999999999998,0.0002931,-0.00054965
2021-04-07,16:21:52.945000,-0.004495300000000001,-0.0015551999999999999,0.0017109999999999998,0.00030698,-0.00050138
2021-04-07,16:21:52.947000,-0.0046538000000000005,-0.0015635,0.0017411999999999998,0.00031777,-0.00047316
2021-04-07,16:21:52.949000,-0.0048125,-0.0015809,0.0017695,0.00032745,-0.00046749
2021-04-07,16:21:52.951000,-0.0049836,-0.0015865999999999999,0.00179,0.00033148,-0.00045811
2021-04-07,16:21:52.953000,-0.0051033,-0.0015697,0.0018274,0.00033749,-0.00040555
2021-04-07,16:21:52.955000,-0.0051938,-0.0015438,0.0018741,0.00034444,-0.00033338
2021-04-07,16:21:52.957000,-0.0052905,-0.0015304000000000001,0.0018965999999999998,0.00034368,-0.00028436
2021-04-07,16:21:52.959000,-0.0053602,-0.0015205,0.0019309999999999998,0.00033207,-0.00024908
2021-04-07,16:21:52.961000,-0.0054292,-0.0015217,0.0019587,0.00031789,-0.00022564
2021-04-07,16:21:52.963000,-0.0055085,-0.0015255000000000002,0.0019795000000000004,0.00031616,-0.00019744
2021-04-07,16:21:52.965000,-0.0055896,-0.0015162,0.0020239999999999998,0.00031508,-0.00015957
2021-04-07,16:21:52.967000,-0.0056705,-0.0015274000000000002,0.0020472999999999997,0.00030686,-0.00014988
2021-04-07,16:21:52.969000,-0.0057416,-0.0015369000000000001,0.0020668,0.00030804,-0.00014335
2021-04-07,16:21:52.971000,-0.0057918,-0.001533,0.0020901,0.00030095,-0.00013531
2021-04-07,16:21:52.973000,-0.0058031,-0.0015377000000000001,0.002094,0.00028684,-0.00015
2021-04-07,16:21:52.975000,-0.0057898,-0.0015267000000000002,0.0021099,0.00028457,-0.00015416
2021-04-07,16:21:52.977000,-0.0057683,-0.0015373,0.0021171999999999996,0.00026877,-0.00015917
2021-04-07,16:21:52.979000,-0.0057378,-0.0015714000000000001,0.0021086,0.00024559,-0.00017637
2021-04-07,16:21:52.981000,-0.0056967,-0.0015720999999999999,0.0020995000000000002,0.00023207,-0.00017294
2021-04-07,16:21:52.983000,-0.005651300000000001,-0.0015562999999999998,0.0020854,0.00020898,-0.00017063
2021-04-07,16:21:52.985000,-0.0055985,-0.0015412000000000002,0.0020877,0.00017372,-0.00019308
2021-04-07,16:21:52.987000,-0.0055338,-0.0015423,0.0020859999999999997,0.00014366,-0.00022437
2021-04-07,16:21:52.989000,-0.0054603,-0.0015484000000000001,0.0020587,0.00011865,-0.00025553
2021-04-07,16:21:52.991000,-0.0053596,-0.0015316,0.0020352,8.481799999999999e-05,-0.00028184
2021-04-07,16:21:52.993000,-0.0052517,-0.0015220000000000001,0.002017,4.5409e-05,-0.00031976
2021-04-07,16:21:52.995000,-0.0051276,-0.0015209000000000002,0.0019748,-6.8786000000000005e-06,-0.00036762
2021-04-07,16:21:52.997000,-0.004977399999999999,-0.0015288,0.0019248000000000002,-6.5435e-05,-0.00040278
2021-04-07,16:21:52.999000,-0.0048635,-0.0015449,0.0018951,-0.00011833,-0.00046157
2021-04-07,16:21:53.001000,-0.0047453,-0.0015365,0.0018646000000000001,-0.00018672,-0.00053505
2021-04-07,16:21:53.003000,-0.0046058,-0.0015407,0.0018224,-0.00024429,-0.00057172
2021-04-07,16:21:53.005000,-0.0045043,-0.0015520999999999998,0.0017714000000000002,-0.00029244,-0.0005959
2021-04-07,16:21:53.007000,-0.0044168,-0.0015494000000000003,0.0017248,-0.00035491,-0.00062304
2021-04-07,16:21:53.009000,-0.0043181999999999995,-0.0015869000000000002,0.0017138,-0.00038451,-0.00065226
2021-04-07,16:21:53.011000,-0.0041915,-0.0015972000000000002,0.0017100000000000001,-0.00040851,-0.00069614
2021-04-07,16:21:53.013000,-0.0040457,-0.0015657,0.0016678,-0.00046548,-0.00074291
2021-04-07,16:21:53.015000,-0.0039212,-0.0015783,0.0016171,-0.0005156000000000001,-0.00078286
2021-04-07,16:21:53.017000,-0.0038154000000000005,-0.0015795,0.0015949999999999998,-0.00056331,-0.00082223
2021-04-07,16:21:53.019000,-0.0037053000000000003,-0.0015780999999999998,0.0015827999999999999,-0.00061479,-0.00086576
2021-04-07,16:21:53.021000,-0.0035891999999999994,-0.0015936,0.0015497,-0.00065531,-0.00089894
2021-04-07,16:21:53.023000,-0.0035238,-0.0015942999999999999,0.0015145,-0.00069142,-0.00091822
2021-04-07,16:21:53.025000,-0.0034933,-0.0016215,0.001518,-0.00072586,-0.00094067
2021-04-07,16:21:53.027000,-0.0034118000000000004,-0.0016284000000000003,0.0015190999999999998,-0.00075995,-0.00096903
2021-04-07,16:21:53.029000,-0.0033315,-0.0016078,0.0014884,-0.00079252,-0.0010027999999999999
2021-04-07,16:21:53.031000,-0.0032744999999999996,-0.0016051,0.0014714,-0.00083035,-0.0010314
2021-04-07,16:21:53.033000,-0.003169,-0.001593,0.0014531,-0.00087773,-0.0010497
