ecg1,ecg2,ecg3,ecg4,ecg5,tstamp
-0.00036256,-0.00016603,0.00023066,0.00014032,6.88E-06,23:15.2
-0.00032439,-0.00016462,0.00022219,0.00013056,-5.16E-06,23:15.2
-0.00029763,-0.00016565,0.0002136,0.00011426,-1.83E-05,23:15.2
-0.00027577,-0.0001679,0.00020406,0.00010502,-2.83E-05,23:15.2
-0.00028629,-0.00018036,0.0001977,0.00010201,-2.65E-05,23:15.2
-0.0003205,-0.00017751,0.00020294,0.00011044,-1.37E-05,23:15.2
-0.00037524,-0.00018168,0.00020848,0.00012253,9.03E-07,23:15.2
-0.00045361,-0.0002038,0.00020269,0.00012977,1.55E-05,23:15.2
-0.00049637,-0.00020812,0.00019656,0.00013907,2.41E-05,23:15.2
-0.0004899,-0.00020897,0.00019225,0.00013897,2.41E-05,23:15.2
-0.00047793,-0.00021695,0.00017369,0.00012512,1.30E-05,23:15.2
-0.0004497,-0.00022127,0.00014745,0.00010758,-1.11E-05,23:15.2
-0.00038468,-0.00021755,0.00013471,9.10E-05,-2.35E-05,23:15.2
-0.0003295,-0.0001977,0.00012418,7.99E-05,-2.58E-05,23:15.2
-0.00032727,-0.00019012,0.0001085,7.46E-05,-3.52E-05,23:15.2
-0.000352,-0.00019486,0.0001074,8.33E-05,-2.09E-05,23:15.2
-0.00037997,-0.000186,0.00011512,0.00010228,7.60E-06,23:15.2
-0.0004074,-0.00017756,0.00011529,0.00011453,2.05E-05,23:15.2
-0.00043179,-0.00017694,0.00011144,0.00012173,3.51E-05,23:15.2
-0.00043922,-0.00017604,0.00010781,0.00012139,3.96E-05,23:15.2
-0.00039924,-0.00016528,9.81E-05,0.00011029,2.97E-05,23:15.2
-0.00034572,-0.00015905,7.86E-05,9.48E-05,2.10E-05,23:15.2
-0.00029338,-0.00015564,6.52E-05,8.08E-05,5.31E-06,23:15.2
-0.00023117,-0.00013113,6.66E-05,7.61E-05,-5.03E-06,23:15.2
-0.00021072,-0.00010856,7.18E-05,7.73E-05,-6.63E-07,23:15.3
0.0016038,0.00058157,0.0034684,-0.0002586,-0.00044876,23:15.3
0.002001,0.00090011,0.0050185,-0.0002627,-0.00044913,23:15.3
0.0016172,0.00065892,0.0037971,-0.00023644,-0.00041381,23:15.3
0.0017771,0.00079905,0.0045495,-0.00024376,-0.00041614,23:15.3
0.001664,0.00072829,0.0042079,-0.00024006,-0.00040713,23:15.3
0.0016855,0.00071309,0.0041656,-0.00024923,-0.00041228,23:15.3
0.0017833,0.00074686,0.0043325,-0.00026998,-0.00043269,23:15.3
0.0017679,0.0007169,0.00407,-0.00028377,-0.00044474,23:15.3
0.0018744,0.00076898,0.0042394,-0.00029747,-0.00045308,23:15.3
0.0018505,0.0007463,0.0041246,-0.00029859,-0.00044739,23:15.3
0.0017994,0.00073539,0.0041172,-0.00029116,-0.00044017,23:15.3
0.0017531,0.00073115,0.0041537,-0.00027833,-0.00043051,23:15.3
0.0016696,0.00070365,0.0040666,-0.00026057,-0.000413,23:15.3
0.0016414,0.0007058,0.0041112,-0.00024794,-0.00040159,23:15.3
0.0016413,0.00069666,0.0040439,-0.00024632,-0.00039375,23:15.3
0.0016695,0.00070158,0.0040102,-0.00025994,-0.00039904,23:15.3
0.0017045,0.00069686,0.0039838,-0.0002813,-0.00042127,23:15.3
0.001749,0.0006786,0.0039299,-0.00029678,-0.00043501,23:15.3
0.0017749,0.00067348,0.0039194,-0.00030231,-0.00044112,23:15.3
0.0017631,0.00066866,0.0038862,-0.00029656,-0.00043986,23:15.3
0.0017398,0.00067361,0.0038771,-0.0002808,-0.00042045,23:15.3
0.0016891,0.00067981,0.0038588,-0.0002635,-0.00040594,23:15.3
0.0016445,0.00068362,0.0038227,-0.00025041,-0.00039657,23:15.3
0.0016171,0.00067397,0.0037925,-0.00024151,-0.00037814,23:15.3
0.0015992,0.00065296,0.0037579,-0.00023474,-0.00037053,23:15.3
0.0016225,0.00065521,0.0037327,-0.00023833,-0.00037829,23:15.3
0.0016692,0.00065549,0.0036864,-0.00025601,-0.00038689,23:15.3
0.0017026,0.00064513,0.0036401,-0.00026544,-0.00039297,23:15.3
0.0017191,0.00065187,0.0036256,-0.00025984,-0.00039141,23:15.3
0.0017244,0.00065523,0.0036036,-0.00025101,-0.00037788,23:15.3
0.001705,0.00066368,0.0035753,-0.00023876,-0.00036445,23:15.3
0.0016598,0.00068509,0.0035486,-0.00021972,-0.00034815,23:15.3
0.0016031,0.00067943,0.0035056,-0.00019491,-0.00032459,23:15.3
0.001543,0.00065421,0.0034472,-0.00017839,-0.00031421,23:15.3
0.0015094,0.00062935,0.0033795,-0.00017176,-0.00030998,23:15.3
0.0015124,0.00060748,0.0033265,-0.00016799,-0.0003076,23:15.3
0.0015356,0.00059734,0.0032451,-0.00018685,-0.00032594,23:15.3
0.0015679,0.00058158,0.0031151,-0.00022444,-0.00034985,23:15.3
0.0015876,0.00056197,0.0030359,-0.00025129,-0.00035728,23:15.3
0.0015861,0.00056273,0.0029894,-0.00026689,-0.0003513,23:15.3
0.0015629,0.00057074,0.0029152,-0.00027544,-0.00034106,23:15.3
0.0015252,0.00056379,0.0028516,-0.00027747,-0.0003262,23:15.3
0.0014945,0.00055036,0.002782,-0.00028941,-0.00030766,23:15.3
0.0014821,0.00054063,0.0026833,-0.00031654,-0.00029479,23:15.3
0.001498,0.00052729,0.0025975,-0.00035173,-0.00029223,23:15.3
0.0015294,0.00050848,0.0025344,-0.00040225,-0.00030548,23:15.3
0.0015732,0.00048743,0.0024867,-0.00046247,-0.00032985,23:15.3
0.0016352,0.00047238,0.0024719,-0.00050822,-0.00034603,23:15.3
0.0016605,0.0004577,0.0024705,-0.00054032,-0.00035172,23:15.3
0.0016437,0.00044221,0.0024725,-0.00056586,-0.00035375,23:15.4
0.001608,0.00044267,0.0024814,-0.00057576,-0.00034325,23:15.4
0.0015286,0.00043393,0.0024748,-0.00057514,-0.0003247,23:15.4
0.0014599,0.00041869,0.002476,-0.00057588,-0.00031075,23:15.4
0.0014321,0.00042452,0.0024797,-0.00057756,-0.00028802,23:15.4
0.0014041,0.00042125,0.0024619,-0.00058379,-0.00026522,23:15.4
0.0014062,0.0004125,0.0024465,-0.00059666,-0.00026593,23:15.4
0.0014399,0.00041773,0.0024172,-0.00060535,-0.00027128,23:15.4
0.0014593,0.00041729,0.0023716,-0.00060766,-0.00026817,23:15.4
0.0014618,0.00041803,0.0023391,-0.00060401,-0.00026394,23:15.4
0.001435,0.00042343,0.0023048,-0.00058737,-0.00025058,23:15.4
0.0013732,0.00041984,0.0022696,-0.00056714,-0.000227,23:15.4
0.0013016,0.00042298,0.0022505,-0.00054501,-0.0002015,23:15.4
0.0012306,0.00043151,0.0022185,-0.00051531,-0.00017886,23:15.4
0.0011748,0.00042467,0.0021692,-0.00049857,-0.00017079,23:15.4
0.0011528,0.00041418,0.0021309,-0.00049577,-0.00017774,23:15.4
0.0011519,0.00040612,0.0020907,-0.00049196,-0.00018809,23:15.4
0.001165,0.00039423,0.0020551,-0.00049064,-0.00020391,23:15.4
0.0011925,0.00039195,0.002043,-0.00048344,-0.00021567,23:15.4
0.001202,0.00040375,0.0020393,-0.00046308,-0.00020645,23:15.4
0.0011622,0.00041,0.0020496,-0.0004348,-0.00018739,23:15.4
0.0010954,0.00040752,0.002066,-0.00039982,-0.00016701,23:15.4
0.0010284,0.00041349,0.0020685,-0.00036145,-0.00014248,23:15.4
0.00096214,0.00042399,0.0020774,-0.00032466,-0.00011846,23:15.4
0.00092735,0.00042981,0.0020855,-0.00029878,-0.00010209,23:15.4
0.00093149,0.00042794,0.0020698,-0.00028772,-0.00010182,23:15.4
0.00094442,0.00042635,0.0020491,-0.00028531,-0.0001122,23:15.4
0.0009833,0.00043749,0.0020387,-0.00028709,-0.00012236,23:15.4
0.0010338,0.00044168,0.00204,-0.00028341,-0.00012988,23:15.4
0.0010405,0.00044156,0.0020474,-0.00027036,-0.00012697,23:15.4
0.0010122,0.00044702,0.002055,-0.00025224,-0.00011422,23:15.4
0.00096402,0.00044116,0.0020676,-0.00022834,-0.00010422,23:15.4
0.00089198,0.00044318,0.002076,-0.00020021,-9.23E-05,23:15.4
0.00082061,0.0004456,0.0020828,-0.000168,-6.93E-05,23:15.4
0.00077095,0.00042571,0.0020911,-0.00014025,-5.43E-05,23:15.4
0.00074345,0.00041722,0.0020939,-0.00012698,-5.39E-05,23:15.4
0.00074335,0.00041574,0.0021088,-0.00011837,-5.33E-05,23:15.4
0.00077482,0.00040112,0.0021318,-0.00011573,-6.18E-05,23:15.4
0.00080143,0.00039741,0.0021526,-0.00012049,-7.25E-05,23:15.4
0.00079154,0.000397,0.0021795,-0.0001142,-7.06E-05,23:15.4
0.00075411,0.00037905,0.0022113,-9.53E-05,-6.74E-05,23:15.4
0.00068992,0.00036729,0.0022549,-7.12E-05,-4.84E-05,23:15.4
0.00062766,0.00038969,0.0023047,-3.51E-05,-5.96E-06,23:15.4
0.00059692,0.00042921,0.0023527,1.17E-05,3.71E-05,23:15.4
0.00058517,0.00045198,0.0023912,4.55E-05,6.78E-05,23:15.4
0.0005949,0.00046256,0.0024055,5.78E-05,8.36E-05,23:15.4
0.00060522,0.00046034,0.0024035,5.94E-05,8.91E-05,23:15.4
0.00059323,0.0004293,0.0023847,4.26E-05,7.20E-05,23:15.4
0.00057591,0.00039593,0.0023626,2.30E-05,4.25E-05,23:15.4
0.00053033,0.00035395,0.002359,2.39E-05,3.43E-05,23:15.4
0.00043773,0.00028175,0.0023648,3.27E-05,3.92E-05,23:15.5
0.0003322,0.00024153,0.0023879,5.66E-05,5.61E-05,23:15.5
0.00023416,0.00025461,0.0024223,9.80E-05,9.36E-05,23:15.5
0.00015713,0.00027255,0.0024504,0.0001342,0.00013472,23:15.5
0.00010973,0.0002872,0.0024774,0.00016546,0.00016484,23:15.5
8.51E-05,0.00030008,0.0024956,0.00018899,0.00018229,23:15.5
8.44E-05,0.00030675,0.002505,0.00019484,0.00018816,23:15.5
0.00010256,0.00031564,0.0025103,0.00018804,0.00017904,23:15.5
0.00011913,0.00032676,0.0025158,0.0001848,0.00017531,23:15.5
0.00010064,0.00032845,0.0025251,0.00019744,0.00018813,23:15.5
4.61E-05,0.00032,0.0025274,0.00021594,0.0002035,23:15.5
-2.26E-05,0.00031585,0.0025337,0.00023963,0.00022781,23:15.5
-0.00010627,0.00030787,0.0025454,0.00027216,0.00025686,23:15.5
-0.00016777,0.00029509,0.0025462,0.00029701,0.00028513,23:15.5
-0.00018312,0.00029958,0.0025411,0.00030803,0.00030458,23:15.5
-0.00018674,0.00030228,0.0025301,0.00030519,0.00029734,23:15.5
-0.00017363,0.00028915,0.002513,0.00029316,0.0002863,23:15.5
-0.00013054,0.00028483,0.0024957,0.00028162,0.00028255,23:15.5
-9.89E-05,0.00028674,0.0024835,0.00026437,0.00027142,23:15.5
-0.00010201,0.00028211,0.0024815,0.00025544,0.00026716,23:15.5
-0.00012465,0.0002765,0.0024829,0.00027056,0.00027812,23:15.5
-0.00017582,0.00027142,0.0024869,0.00028715,0.00029225,23:15.5
-0.0002519,0.00026769,0.0024895,0.00030042,0.00031127,23:15.5
-0.00031568,0.00027045,0.0024854,0.00031467,0.00033649,23:15.5
-0.00035599,0.00027369,0.0024827,0.00031773,0.00034729,23:15.5
-0.0003704,0.00026773,0.0024765,0.00031029,0.00033991,23:15.5
-0.000352,0.00026106,0.0024665,0.0002952,0.00033236,23:15.5
-0.0003199,0.00025644,0.0024653,0.00028001,0.0003196,23:15.5
-0.00030336,0.00023997,0.0024719,0.00027213,0.00030409,23:15.5
-0.00031121,0.00022139,0.002485,0.0002742,0.00030915,23:15.5
-0.0003425,0.00022566,0.0025052,0.00028531,0.00032546,23:15.5
-0.00039702,0.00023207,0.0025196,0.00029368,0.0003389,23:15.5
-0.00047358,0.00022078,0.0025343,0.00031082,0.00035766,23:15.5
-0.0005565,0.00022243,0.0025593,0.00033899,0.00037658,23:15.5
-0.00059099,0.00023055,0.0025698,0.0003497,0.00038517,23:15.5
-0.00056879,0.00023261,0.0025687,0.00034296,0.0003859,23:15.5
-0.0005458,0.00023719,0.0025675,0.00033676,0.00038295,23:15.5
-0.0005077,0.00023,0.0025514,0.00032715,0.00036677,23:15.5
-0.0004568,0.00023091,0.0025418,0.00031106,0.00034688,23:15.5
-0.00046572,0.00023167,0.0025403,0.00031211,0.00034939,23:15.5
-0.00051195,0.00021258,0.0025284,0.00032665,0.00035794,23:15.5
-0.00056343,0.00020531,0.0025247,0.00034284,0.00036578,23:15.5
-0.00063974,0.00020127,0.0025277,0.00037694,0.00038819,23:15.5
-0.00069038,0.0002059,0.002522,0.00040125,0.00040894,23:15.5
-0.00068678,0.0002265,0.0025106,0.0004037,0.00041889,23:15.5
-0.00067169,0.00022949,0.0025025,0.00041175,0.00041729,23:15.5
-0.0006502,0.00022628,0.0024943,0.00041272,0.00040579,23:15.5
-0.00059623,0.00023072,0.0024763,0.00040348,0.00039744,23:15.5
-0.00053932,0.00024206,0.0024605,0.00040011,0.00038666,23:15.5
-0.0005306,0.00025245,0.0024532,0.00040804,0.00037949,23:15.5
-0.00055199,0.00025542,0.0024481,0.00042586,0.00039377,23:15.6
-0.00058356,0.00027101,0.0024453,0.00044808,0.00041552,23:15.6
-0.00063258,0.0002788,0.0024413,0.00047758,0.00043542,23:15.6
-0.00067341,0.00027871,0.0024329,0.00050033,0.00045882,23:15.6
-0.0006802,0.00029507,0.0024237,0.00050672,0.00046698,23:15.6
-0.00065263,0.00030495,0.0024121,0.00050204,0.00045461,23:15.6
-0.00060546,0.00031762,0.0023932,0.00048848,0.00044432,23:15.6
-0.00055703,0.00032518,0.0023692,0.00047885,0.00042942,23:15.6
-0.00052311,0.00030995,0.0023456,0.00046654,0.00040935,23:15.6
-0.0005161,0.00030364,0.0023322,0.00046275,0.00040654,23:15.6
-0.00054093,0.00029495,0.0023219,0.00048503,0.0004127,23:15.6
-0.00058915,0.00029083,0.0023067,0.00050436,0.00042481,23:15.6
-0.00063738,0.00031194,0.0023036,0.00052999,0.00044477,23:15.6
-0.00067501,0.00032385,0.0022947,0.00056719,0.00045703,23:15.6
-0.00068035,0.00032622,0.002268,0.00058041,0.00046007,23:15.6
-0.00064079,0.00033182,0.0022495,0.00057954,0.0004539,23:15.6
-0.00060275,0.00033355,0.0022291,0.00057495,0.00043876,23:15.6
-0.00057109,0.00032378,0.0022012,0.00056484,0.00042172,23:15.6
-0.00053044,0.00030259,0.0021844,0.00056494,0.00041237,23:15.6
-0.00051915,0.00030386,0.0021795,0.00057101,0.0004164,23:15.6
-0.00053298,0.00032509,0.0021734,0.00057769,0.00042326,23:15.6
-0.00057024,0.00032724,0.0021581,0.0005949,0.00042984,23:15.6
-0.00064761,0.00031732,0.0021472,0.00061672,0.0004443,23:15.6
-0.00070184,0.00030566,0.0021275,0.0006285,0.00045547,23:15.6
-0.00070671,0.00028832,0.0020891,0.00062985,0.00044771,23:15.6
-0.0006976,0.00028121,0.002056,0.00062165,0.00043436,23:15.6
-0.00066939,0.00027612,0.0020201,0.00060745,0.0004215,23:15.6
-0.00062463,0.00026204,0.0019862,0.0005949,0.00040076,23:15.6
-0.00059141,0.0002589,0.0019609,0.00057484,0.0003882,23:15.6
-0.00059587,0.00025171,0.0019268,0.00055603,0.00038448,23:15.6
-0.00062276,0.00024429,0.0019046,0.00056313,0.00038635,23:15.6
-0.00064309,0.00026522,0.001897,0.00058067,0.00041326,23:15.6
-0.00067918,0.00027375,0.0018803,0.00059299,0.00044433,23:15.6
-0.00070357,0.00027825,0.0018679,0.0006103,0.00046235,23:15.6
-0.00067316,0.00031848,0.0018621,0.00061935,0.0004837,23:15.6
-0.00062642,0.00034419,0.0018417,0.00060753,0.00048621,23:15.6
-0.00058367,0.00034555,0.0018147,0.00058663,0.00045994,23:15.6
-0.00054637,0.00033619,0.0017921,0.00055731,0.00043443,23:15.6
-0.00052948,0.000305,0.001765,0.00052936,0.00041503,23:15.6
-0.00054324,0.00028827,0.001741,0.00051755,0.00040047,23:15.6
-0.00059769,0.00027627,0.0017314,0.00051644,0.00039992,23:15.6
-0.00066581,0.00024288,0.0017244,0.00052315,0.00040902,23:15.6
-0.00072955,0.00021832,0.0017136,0.00052589,0.00041594,23:15.6
-0.00078831,0.00020737,0.0017008,0.00052274,0.00042352,23:15.6
-0.00080772,0.00019433,0.0016788,0.00051882,0.00042677,23:15.6
-0.00079303,0.00017889,0.0016532,0.0004998,0.00041308,23:15.6
-0.00077066,0.00017899,0.0016315,0.00047635,0.00039636,23:15.6
-0.00072891,0.00018396,0.0016088,0.00045969,0.00038037,23:15.6
-0.00068848,0.00017382,0.0015907,0.00044938,0.00037139,23:15.6
-0.00067399,0.00018763,0.0015841,0.00045064,0.00038336,23:15.6
-0.00067169,0.00022531,0.0015925,0.00045424,0.0003918,23:15.7
-0.00070355,0.00023932,0.0016026,0.00046858,0.00040174,23:15.7
-0.00077003,0.00022784,0.001595,0.00048553,0.00042892,23:15.7
-0.00080582,0.00021402,0.0015906,0.00048295,0.00044342,23:15.7
-0.00080913,0.00020579,0.0015878,0.00047908,0.00044162,23:15.7
-0.00080268,0.00019864,0.001559,0.00046598,0.00043012,23:15.7
-0.00076223,0.00019356,0.0015276,0.00043601,0.00040383,23:15.7
-0.00071097,0.00018186,0.0015055,0.00041675,0.00037883,23:15.7
-0.00067868,0.00016845,0.0014804,0.00040554,0.00036665,23:15.7
-0.00066741,0.00016589,0.0014613,0.00039537,0.0003653,23:15.7
-0.00069662,0.00016213,0.0014424,0.00039695,0.00037297,23:15.7
-0.00074804,0.00016097,0.001428,0.00041456,0.00038765,23:15.7
-0.00080048,0.00015151,0.0014164,0.00042831,0.00039684,23:15.7
-0.00085202,0.00012595,0.0013898,0.00042384,0.00039782,23:15.7
-0.00086998,0.00010745,0.0013666,0.00042262,0.00039655,23:15.7
-0.00085669,8.65E-05,0.0013461,0.0004172,0.00038222,23:15.7
-0.0008301,6.50E-05,0.001313,0.00039521,0.00036234,23:15.7
-0.00078638,5.79E-05,0.0012838,0.00037826,0.00034321,23:15.7
-0.00075407,5.48E-05,0.0012632,0.00036696,0.00032223,23:15.7
-0.00074923,5.69E-05,0.0012415,0.00036302,0.00031727,23:15.7
-0.00077444,6.05E-05,0.0012218,0.00037647,0.00032569,23:15.7
-0.0008287,5.89E-05,0.0012155,0.00039748,0.00034044,23:15.7
-0.00087664,5.50E-05,0.001214,0.00041831,0.00035952,23:15.7
-0.000908,4.91E-05,0.0011992,0.00043357,0.00036994,23:15.7
-0.00091407,4.82E-05,0.0011756,0.00043612,0.00036931,23:15.7
-0.00088712,4.45E-05,0.0011514,0.0004333,0.00035454,23:15.7
-0.0008511,4.30E-05,0.001128,0.00043051,0.00033724,23:15.7
-0.00080274,5.26E-05,0.0011055,0.00042069,0.00032555,23:15.7
-0.00076421,4.85E-05,0.0010785,0.00041496,0.00031243,23:15.7
-0.00076354,4.45E-05,0.0010574,0.00042111,0.00031346,23:15.7
-0.00078655,4.90E-05,0.0010542,0.00042875,0.00032279,23:15.7
-0.00084027,3.44E-05,0.0010527,0.00044629,0.00033393,23:15.7
-0.00090274,2.49E-05,0.0010384,0.00046781,0.00035163,23:15.7
-0.00093865,2.19E-05,0.0010165,0.00047539,0.00035,23:15.7
-0.00094506,1.28E-05,0.00099755,0.000479,0.00034385,23:15.7
-0.0009142,2.21E-05,0.00097744,0.00047353,0.00033755,23:15.7
-0.00086,2.41E-05,0.00094888,0.00045219,0.00030769,23:15.7
-0.00080183,1.59E-05,0.00092365,0.00043268,0.00029809,23:15.7
-0.00075619,2.84E-05,0.00090464,0.00042028,0.00030373,23:15.7
-0.00074571,3.44E-05,0.00089101,0.00041372,0.00029165,23:15.7
-0.00076803,3.25E-05,0.0008788,0.00041353,0.00030091,23:15.7
-0.00080735,3.66E-05,0.00085763,0.00042133,0.00032102,23:15.7
-0.00084583,3.39E-05,0.00083578,0.00043,0.00032533,23:15.7
-0.00086927,3.13E-05,0.00081698,0.00042734,0.00033445,23:15.7
-0.00085997,2.90E-05,0.00079756,0.00042359,0.00033538,23:15.7
-0.00081731,3.05E-05,0.00077554,0.00041208,0.00031676,23:15.7
-0.00076685,2.95E-05,0.00074234,0.00037761,0.00029748,23:15.7
-0.00070811,1.73E-05,0.00070479,0.00033859,0.00028246,23:15.7
-0.00065818,2.22E-05,0.00068042,0.00031469,0.00027381,23:15.7
-0.00065009,2.34E-05,0.00066455,0.00031044,0.00027168,23:15.7
-0.00067771,2.17E-06,0.00064829,0.00031636,0.00026997,23:15.8
-0.00072855,-1.26E-05,0.00063793,0.00032512,0.00027726,23:15.8
-0.0007715,-2.80E-05,0.00062759,0.00033556,0.00029154,23:15.8
-0.00079084,-4.27E-05,0.00060757,0.00033847,0.00029069,23:15.8
-0.00078491,-5.02E-05,0.00057897,0.00032885,0.00027716,23:15.8
-0.00073628,-4.99E-05,0.00054695,0.00030711,0.0002613,23:15.8
-0.00067986,-4.05E-05,0.00051584,0.00028177,0.00023634,23:15.8
-0.00062004,-4.97E-05,0.00048342,0.00025668,0.00020701,23:15.8
-0.00054958,-6.75E-05,0.00046201,0.00023263,0.0001817,23:15.8
-0.00053226,-7.21E-05,0.00045278,0.00022326,0.00016185,23:15.8
-0.00055273,-7.12E-05,0.00043937,0.00022628,0.00015606,23:15.8
-0.00057521,-7.36E-05,0.00042862,0.00023205,0.00016793,23:15.8
-0.00061958,-9.18E-05,0.00041108,0.0002331,0.00017374,23:15.8
-0.00063655,-0.00010691,0.00037953,0.00022392,0.00015995,23:15.8
-0.00060273,-0.00011273,0.00035449,0.00021238,0.00014753,23:15.8
-0.00055827,-0.00012336,0.00032542,0.00018827,0.00012928,23:15.8
-0.00049804,-0.00013021,0.0002917,0.00014954,9.68E-05,23:15.8
-0.00043492,-0.00014116,0.00027081,0.00011466,7.33E-05,23:15.8
-0.00039349,-0.00014536,0.00025167,8.84E-05,6.34E-05,23:15.8
-0.00037335,-0.00013997,0.00023611,8.10E-05,6.58E-05,23:15.8
-0.00039234,-0.00014778,0.00022758,8.52E-05,6.90E-05,23:15.8
-0.0004334,-0.00014613,0.00021403,8.33E-05,6.65E-05,23:15.8
-0.00045493,-0.00013922,0.00019883,8.23E-05,7.25E-05,23:15.8
-0.00044606,-0.0001438,0.00018011,7.14E-05,7.51E-05,23:15.8
-0.00040772,-0.00013821,0.00014999,4.10E-05,5.77E-05,23:15.8
-0.00033817,-0.00012888,0.00012058,1.21E-05,3.37E-05,23:15.8
-0.0002517,-0.00012121,9.90E-05,-9.61E-06,1.77E-05,23:15.8
-0.00018937,-0.00012004,7.96E-05,-3.14E-05,-2.53E-07,23:15.8
-0.00015336,-0.00012982,6.04E-05,-4.61E-05,-1.76E-05,23:15.8
-0.00013205,-0.00012587,4.07E-05,-5.29E-05,-1.82E-05,23:15.8
-0.00014797,-0.00011859,3.26E-05,-5.47E-05,-1.20E-05,23:15.8
-0.00018883,-0.0001259,2.48E-05,-5.00E-05,-9.42E-06,23:15.8
-0.00022821,-0.00013769,-1.10E-06,-5.06E-05,-1.22E-05,23:15.8
-0.00024883,-0.00014881,-2.09E-05,-6.23E-05,-1.41E-05,23:15.8
-0.00024054,-0.00015944,-3.89E-05,-7.79E-05,-1.77E-05,23:15.8
-0.00021642,-0.00017766,-6.56E-05,-9.69E-05,-3.73E-05,23:15.8
-0.00016854,-0.0001912,-8.85E-05,-0.00012303,-6.21E-05,23:15.8
-0.0001122,-0.0001916,-0.00011434,-0.00015059,-8.08E-05,23:15.8
-8.72E-05,-0.0001971,-0.00013085,-0.00016428,-9.34E-05,23:15.8
-9.00E-05,-0.0001983,-0.00013106,-0.00016379,-9.92E-05,23:15.8
-0.00011968,-0.00019378,-0.00013153,-0.00015725,-8.64E-05,23:15.8
-0.00016853,-0.00019645,-0.00013707,-0.00014342,-5.63E-05,23:15.8
-0.0002059,-0.00019178,-0.00014171,-0.00012669,-4.49E-05,23:15.8
-0.00021282,-0.00018192,-0.00014494,-0.00012174,-4.45E-05,23:15.8
-0.00019176,-0.00018104,-0.00015381,-0.00012515,-4.49E-05,23:15.8
-0.00016978,-0.00019248,-0.00015771,-0.00010827,-8.25E-05,23:15.8
-0.00014086,-0.00022107,-0.00016005,-8.30E-05,-0.00014109,23:15.8
-0.00010299,-0.00026222,-0.00016449,-6.29E-05,-0.00019773,23:15.8
-9.26E-05,-0.00031319,-0.00015756,-3.05E-05,-0.00025735,23:15.8
-9.94E-05,-0.00036831,-0.00015717,-1.83E-06,-0.00029669,23:15.8
-0.00014054,-0.0004134,-0.0001574,5.19E-05,-0.00032228,23:15.9
-0.00022622,-0.00043725,-0.00014002,0.00013001,-0.00033369,23:15.9
-0.00025982,-0.00041797,-0.00011993,0.00016812,-0.00031437,23:15.9
-0.00022963,-0.0003587,-0.0001023,0.00019258,-0.00029901,23:15.9
-0.00018613,-0.00028416,-0.00010723,0.00020733,-0.00027928,23:15.9
-0.00012821,-0.00020479,-0.00015606,0.00021581,-0.00023631,23:15.9
-8.48E-05,-0.000121,-0.00024274,0.00024576,-0.00019066,23:15.9
-2.22E-05,3.15E-05,-0.00033325,0.00025206,-0.00011215,23:15.9
5.37E-05,0.00026665,-0.00038241,0.00022388,1.18E-05,23:15.9
5.85E-05,0.00049086,-0.00041173,0.00014106,0.00015117,23:15.9
0.00010066,0.00071657,-0.00042462,-2.97E-05,0.00029851,23:15.9
0.00022143,0.00096935,-0.00037514,-0.00027204,0.00045439,23:15.9
0.000291,0.0011799,-0.00030099,-0.00051943,0.00059281,23:15.9
0.00035814,0.0013053,-0.00027668,-0.00071253,0.00066714,23:15.9
0.00049028,0.0013652,-0.00026803,-0.00090027,0.0007055,23:15.9
0.00063807,0.0013931,-0.00020106,-0.0010606,0.00072216,23:15.9
0.00074949,0.0012796,-0.00015644,-0.0011753,0.00066031,23:15.9
0.00079349,0.0010638,-0.00015428,-0.0013134,0.00058077,23:15.9
0.00080214,0.00095891,-0.00017318,-0.0014052,0.00054156,23:15.9
0.00075495,0.00078733,-0.00023656,-0.0014075,0.00049057,23:15.9
0.00058699,0.00043277,-0.00028437,-0.0013432,0.00043462,23:15.9
0.00029039,0.00012362,-0.00051528,-0.0011844,0.00041039,23:15.9
-5.31E-05,-8.42E-05,-0.00078437,-0.00098815,0.00040419,23:15.9
-0.00026907,-0.00021754,-0.00086044,-0.0008315,0.00036443,23:15.9
-0.00033117,-0.00029288,-0.00088845,-0.00072482,0.00027137,23:15.9
-0.00030997,-0.00032385,-0.00074764,-0.000655,0.00017103,23:15.9
-0.00020991,-0.00028597,-0.0007355,-0.00059494,9.03E-05,23:15.9
-0.00010699,-0.00024568,-0.00063386,-0.000542,2.37E-05,23:15.9
-6.44E-05,-0.00025313,-0.00053712,-0.00049091,-3.34E-05,23:15.9
-6.21E-05,-0.00026244,-0.00066431,-0.00043845,-7.25E-05,23:15.9
-5.77E-05,-0.00022113,-0.00035935,-0.00039491,-7.48E-05,23:15.9
-4.78E-05,-0.00015748,-0.0005866,-0.00032934,-4.80E-05,23:15.9
-5.97E-05,-0.00012142,-0.00040362,-0.00027846,-4.52E-05,23:15.9
-2.48E-05,-0.00010042,-0.00022865,-0.00026281,-6.30E-05,23:15.9
2.01E-05,-9.09E-05,-0.00086396,-0.00024264,-6.76E-05,23:15.9
3.07E-05,-0.00010918,0.00032523,-0.00027055,-0.00010408,23:15.9
0.00010594,-0.00013759,-0.0013909,-0.00024291,-0.00010472,23:15.9
0.0001088,-0.00012572,-0.0040719,-0.00013017,-3.78E-05,23:15.9
-1.68E-05,-8.85E-05,-0.0005587,-0.00012195,-3.73E-05,23:15.9
-8.12E-05,-7.25E-05,0.0013165,-0.00013035,-4.55E-05,23:15.9
