ecg1,ecg2,ecg3,ecg4,ecg5,tstamp
0.00016159,-3.30E-05,-7.63E-05,-3.33E-05,-7.31E-05,21:19.7
0.00011595,-3.02E-05,-5.56E-05,-1.67E-05,-4.99E-05,21:19.7
4.12E-05,-2.22E-05,-3.17E-05,1.13E-05,-2.63E-05,21:19.7
-2.31E-05,-2.40E-05,-1.06E-05,3.68E-05,-5.89E-06,21:19.7
-6.74E-05,-2.29E-05,3.01E-06,5.47E-05,1.33E-05,21:19.7
-7.22E-05,-1.40E-05,3.55E-06,5.51E-05,1.20E-05,21:19.7
-9.95E-06,-1.08E-05,-1.45E-05,3.74E-05,-9.51E-06,21:19.7
8.00E-05,-7.94E-06,-3.64E-05,1.49E-05,-3.62E-05,21:19.7
0.00014776,9.46E-07,-5.33E-05,-5.59E-06,-5.61E-05,21:19.7
0.00019534,6.41E-06,-6.58E-05,-1.38E-05,-6.72E-05,21:19.7
0.00018917,2.99E-06,-5.93E-05,-2.82E-06,-6.22E-05,21:19.7
0.00012398,4.52E-06,-3.86E-05,1.64E-05,-4.06E-05,21:19.7
6.01E-05,8.12E-06,-1.42E-05,4.19E-05,-1.80E-05,21:19.7
-2.90E-06,6.62E-06,7.27E-06,6.71E-05,4.79E-06,21:19.7
-6.01E-05,7.75E-06,1.54E-05,8.07E-05,1.77E-05,21:19.7
-5.71E-05,7.39E-06,1.56E-05,8.80E-05,1.44E-05,21:19.7
5.94E-07,1.36E-05,4.10E-06,7.65E-05,4.78E-06,21:19.7
8.38E-05,2.65E-05,-2.06E-05,5.17E-05,-2.02E-05,21:19.7
0.00016584,2.74E-05,-4.29E-05,3.83E-05,-5.07E-05,21:19.7
0.0001968,2.42E-05,-5.71E-05,2.78E-05,-6.57E-05,21:19.7
0.0001804,2.84E-05,-5.44E-05,2.82E-05,-5.97E-05,21:19.7
0.0001394,3.43E-05,-3.07E-05,4.92E-05,-3.40E-05,21:19.7
6.58E-05,3.69E-05,-5.89E-06,7.09E-05,-8.99E-06,21:19.7
-6.62E-06,3.87E-05,1.28E-05,8.83E-05,1.33E-05,21:19.7
-4.18E-05,4.08E-05,2.97E-05,9.84E-05,3.42E-05,21:19.7
-3.32E-05,4.52E-05,3.30E-05,9.27E-05,3.21E-05,21:19.7
3.49E-05,5.49E-05,1.71E-05,6.69E-05,1.39E-05,21:19.7
0.00013443,5.96E-05,-1.23E-05,3.09E-05,-7.21E-06,21:19.7
0.00020247,5.82E-05,-4.06E-05,4.16E-06,-2.97E-05,21:19.7
0.00022426,5.70E-05,-4.83E-05,-1.43E-05,-3.96E-05,21:19.7
0.00021316,5.68E-05,-4.16E-05,-1.99E-05,-2.66E-05,21:19.7
0.00016435,5.97E-05,-2.91E-05,-9.64E-06,-1.65E-06,21:19.7
8.34E-05,5.67E-05,-7.00E-06,3.37E-06,1.75E-05,21:19.7
1.21E-05,4.97E-05,1.36E-05,1.97E-05,3.41E-05,21:19.7
-2.64E-05,4.43E-05,2.60E-05,3.27E-05,4.67E-05,21:19.7
-3.05E-05,3.07E-05,2.65E-05,2.53E-05,3.65E-05,21:19.7
1.72E-05,1.51E-05,2.81E-06,1.04E-06,1.37E-05,21:19.7
9.02E-05,7.12E-06,-3.41E-05,-2.26E-05,-4.12E-06,21:19.7
0.00014783,5.10E-06,-6.02E-05,-4.28E-05,-2.27E-05,21:19.7
0.00018215,3.91E-06,-7.04E-05,-5.48E-05,-3.56E-05,21:19.7
0.00015625,-7.99E-06,-6.70E-05,-4.18E-05,-3.09E-05,21:19.7
7.76E-05,-2.26E-05,-5.22E-05,-1.60E-05,-1.88E-05,21:19.7
6.40E-07,-2.89E-05,-3.74E-05,8.86E-06,-5.33E-06,21:19.7
-7.37E-05,-3.79E-05,-2.07E-05,3.75E-05,1.59E-05,21:19.7
-0.00013024,-4.46E-05,-3.91E-06,5.25E-05,3.05E-05,21:19.7
-0.00012252,-4.50E-05,-1.24E-05,4.19E-05,2.17E-05,21:19.7
-6.27E-05,-5.27E-05,-3.63E-05,2.47E-05,6.11E-06,21:19.7
6.19E-06,-6.15E-05,-5.88E-05,4.35E-06,-1.94E-05,21:19.7
7.51E-05,-6.32E-05,-8.71E-05,-2.53E-05,-5.68E-05,21:19.8
0.00010836,-6.28E-05,-0.00010147,-3.94E-05,-6.39E-05,21:19.8
7.34E-05,-6.46E-05,-9.46E-05,-2.71E-05,-4.69E-05,21:19.8
2.15E-05,-6.65E-05,-7.52E-05,-6.12E-06,-2.86E-05,21:19.8
-3.84E-05,-6.36E-05,-4.58E-05,1.85E-05,-5.73E-07,21:19.8
-0.0001186,-6.30E-05,-2.56E-05,4.03E-05,1.96E-05,21:19.8
-0.00016051,-6.45E-05,-1.67E-05,5.35E-05,2.78E-05,21:19.8
-0.00014344,-6.22E-05,-1.93E-05,5.12E-05,2.78E-05,21:19.8
-8.45E-05,-6.18E-05,-4.08E-05,2.90E-05,8.34E-06,21:19.8
-7.87E-06,-6.59E-05,-6.83E-05,5.01E-06,-2.19E-05,21:19.8
5.34E-05,-7.01E-05,-9.03E-05,-1.59E-05,-4.59E-05,21:19.8
8.47E-05,-7.20E-05,-0.0001015,-3.09E-05,-5.47E-05,21:19.8
6.75E-05,-7.31E-05,-0.00010093,-2.16E-05,-4.84E-05,21:19.8
8.51E-06,-7.09E-05,-8.20E-05,4.05E-06,-2.61E-05,21:19.8
-6.97E-05,-6.75E-05,-5.17E-05,2.73E-05,1.34E-06,21:19.8
-0.00014068,-6.45E-05,-3.16E-05,4.73E-05,1.95E-05,21:19.8
-0.00017187,-6.20E-05,-1.76E-05,6.09E-05,3.30E-05,21:19.8
-0.00016634,-6.80E-05,-2.09E-05,5.65E-05,3.00E-05,21:19.8
-0.00011096,-7.35E-05,-4.83E-05,3.60E-05,6.17E-06,21:19.8
-2.49E-05,-7.38E-05,-7.02E-05,1.03E-05,-1.76E-05,21:19.8
3.38E-05,-7.59E-05,-8.61E-05,-1.13E-05,-3.85E-05,21:19.8
6.57E-05,-7.57E-05,-0.00010017,-1.96E-05,-5.05E-05,21:19.8
4.76E-05,-7.49E-05,-9.51E-05,-1.53E-05,-4.12E-05,21:19.8
-2.35E-05,-7.40E-05,-7.35E-05,3.94E-06,-1.99E-05,21:19.8
-9.26E-05,-7.17E-05,-4.74E-05,3.37E-05,5.32E-06,21:19.8
-0.00015644,-7.14E-05,-2.39E-05,5.82E-05,2.93E-05,21:19.8
-0.00020019,-7.30E-05,-1.50E-05,7.08E-05,4.02E-05,21:19.8
-0.00017853,-7.18E-05,-2.34E-05,6.19E-05,3.34E-05,21:19.8
-0.00011241,-6.92E-05,-3.72E-05,4.01E-05,1.06E-05,21:19.8
-4.24E-05,-7.58E-05,-6.05E-05,1.82E-05,-1.70E-05,21:19.8
3.13E-05,-7.93E-05,-9.07E-05,-8.90E-06,-3.89E-05,21:19.8
5.80E-05,-8.29E-05,-9.65E-05,-1.48E-05,-5.28E-05,21:19.8
6.24E-06,-0.00010666,-7.51E-05,2.07E-05,-6.01E-05,21:19.8
-6.18E-05,-0.00013105,-3.65E-05,8.24E-05,-7.34E-05,21:19.8
-0.00015249,-0.00016352,1.37E-05,0.00015283,-8.86E-05,21:19.8
-0.00025408,-0.00021385,5.31E-05,0.00021433,-0.00010144,21:19.8
-0.00030292,-0.00026198,8.24E-05,0.00025803,-0.00013095,21:19.8
-0.00031,-0.00030564,0.00010169,0.00028799,-0.0001695,21:19.8
-0.00026357,-0.00032406,0.00010682,0.00031025,-0.00021371,21:19.8
-0.00016319,-0.0003027,0.00011601,0.00030436,-0.00025738,21:19.8
-5.27E-05,-0.00022536,0.00013734,0.00028079,-0.00027241,21:19.8
3.32E-05,-0.00012343,0.00015396,0.00027719,-0.00026308,21:19.8
5.16E-05,-5.78E-05,0.0001335,0.00029099,-0.00020863,21:19.8
4.22E-08,2.78E-05,8.42E-05,0.00035066,-0.00011231,21:19.8
-6.10E-05,0.0001654,2.40E-05,0.00040659,-1.94E-05,21:19.8
-6.27E-05,0.00035447,-4.97E-05,0.00040134,0.00010336,21:19.8
-2.68E-05,0.00056657,-0.00012294,0.00038821,0.00023339,21:19.8
8.98E-05,0.00075202,-0.00020721,0.00025897,0.00031793,21:19.8
0.00036451,0.0010023,-0.0002696,-1.32E-05,0.00040249,21:19.8
0.00061624,0.0012429,-0.00028622,-0.00027563,0.00046549,21:19.8
0.0007936,0.0013482,-0.00032188,-0.00053007,0.00047896,21:19.9
0.00099927,0.0014403,-0.00035103,-0.0007461,0.00050371,21:19.9
0.0011192,0.0015107,-0.00031135,-0.00088785,0.00053749,21:19.9
0.0011356,0.0014666,-0.00023209,-0.00098781,0.00052996,21:19.9
0.0010812,0.0013267,-0.00017457,-0.0010511,0.00049996,21:19.9
0.00096389,0.0011588,-0.00016045,-0.0011164,0.00048981,21:19.9
0.00087748,0.00098018,-0.00014679,-0.0011047,0.00046338,21:19.9
0.0007227,0.00066473,-0.00016627,-0.00098974,0.00040577,21:19.9
0.00043407,0.00027526,-0.00030771,-0.00086623,0.00037982,21:19.9
0.00014363,8.93E-06,-0.00049729,-0.00070164,0.00037848,21:19.9
-5.31E-05,-0.00014363,-0.00056913,-0.00053504,0.00034709,21:19.9
-0.00012629,-0.00021922,-0.00050549,-0.00044484,0.00027785,21:19.9
-0.00015723,-0.00022886,-0.00040603,-0.00037705,0.00020751,21:19.9
-0.00018483,-0.0001995,-0.00029594,-0.00030062,0.00016997,21:19.9
-0.00019364,-0.00014372,-0.00018211,-0.00022038,0.00014476,21:19.9
-0.00022802,-0.00010663,-0.00011052,-0.00014538,0.00011668,21:19.9
-0.0002456,-0.00010347,-6.48E-05,-0.00010221,9.19E-05,21:19.9
-0.00019679,-9.65E-05,-3.17E-05,-9.08E-05,6.69E-05,21:19.9
-9.26E-05,-5.58E-05,-2.01E-05,-8.50E-05,3.98E-05,21:19.9
3.76E-05,-8.30E-06,-5.92E-06,-7.51E-05,6.35E-06,21:19.9
0.00013082,1.36E-05,6.68E-06,-7.15E-05,-2.33E-05,21:19.9
0.00016712,2.47E-05,8.05E-06,-7.10E-05,-3.84E-05,21:19.9
0.00014256,2.25E-05,1.84E-05,-5.49E-05,-3.32E-05,21:19.9
5.75E-05,6.32E-06,4.19E-05,-2.05E-05,-8.49E-06,21:19.9
-3.83E-05,-5.28E-06,6.46E-05,1.26E-05,1.06E-05,21:19.9
-0.00011091,-1.44E-05,8.36E-05,3.77E-05,2.47E-05,21:19.9
-0.00015182,-2.33E-05,9.53E-05,5.46E-05,3.71E-05,21:19.9
-0.00013342,-3.03E-05,8.53E-05,5.16E-05,2.28E-05,21:19.9
-6.33E-05,-3.44E-05,6.15E-05,3.15E-05,-6.10E-06,21:19.9
4.96E-06,-3.86E-05,3.80E-05,9.21E-06,-3.28E-05,21:19.9
5.84E-05,-4.58E-05,1.92E-05,-8.28E-06,-5.77E-05,21:19.9
8.66E-05,-4.76E-05,1.66E-05,-1.50E-05,-6.41E-05,21:19.9
5.21E-05,-4.56E-05,3.20E-05,-3.80E-07,-5.34E-05,21:19.9
-2.20E-05,-4.59E-05,5.63E-05,2.57E-05,-3.63E-05,21:19.9
-9.41E-05,-4.66E-05,8.26E-05,5.13E-05,-1.28E-05,21:19.9
-0.00015868,-4.50E-05,0.00010712,7.77E-05,9.74E-06,21:19.9
-0.00019097,-4.37E-05,0.00011787,8.83E-05,2.15E-05,21:19.9
-0.00016204,-4.44E-05,0.00010323,7.65E-05,1.01E-05,21:19.9
-9.00E-05,-4.19E-05,8.10E-05,5.21E-05,-1.78E-05,21:19.9
-1.12E-05,-4.46E-05,6.10E-05,2.48E-05,-4.26E-05,21:19.9
5.22E-05,-5.06E-05,3.88E-05,8.86E-06,-6.41E-05,21:19.9
6.85E-05,-4.69E-05,3.34E-05,4.97E-06,-7.32E-05,21:19.9
2.74E-05,-4.57E-05,4.71E-05,1.53E-05,-5.89E-05,21:19.9
-2.94E-05,-4.60E-05,6.67E-05,3.90E-05,-3.51E-05,21:19.9
-9.18E-05,-4.32E-05,9.39E-05,6.59E-05,-1.15E-05,21:19.9
-0.00016474,-4.56E-05,0.00011552,9.02E-05,8.71E-06,21:19.9
-0.00019475,-4.40E-05,0.00012025,9.59E-05,1.44E-05,21:19.9
-0.00015894,-4.17E-05,0.0001148,8.31E-05,3.52E-06,21:19.9
-8.70E-05,-4.33E-05,9.22E-05,5.91E-05,-1.96E-05,21:19.9
1.43E-06,-4.11E-05,6.11E-05,2.77E-05,-4.84E-05,21:19.9
6.08E-05,-4.14E-05,4.67E-05,9.53E-06,-6.69E-05,21:20.0
6.73E-05,-3.92E-05,4.34E-05,6.09E-06,-6.96E-05,21:20.0
4.24E-05,-3.51E-05,5.42E-05,1.65E-05,-5.84E-05,21:20.0
-2.25E-05,-3.76E-05,8.52E-05,4.37E-05,-3.57E-05,21:20.0
-9.97E-05,-3.57E-05,0.0001103,6.92E-05,-1.67E-05,21:20.0
-0.00014994,-3.19E-05,0.00012837,8.81E-05,8.15E-07,21:20.0
-0.00018118,-3.07E-05,0.00014292,9.62E-05,1.62E-05,21:20.0
-0.00014813,-2.59E-05,0.00013562,8.27E-05,3.82E-06,21:20.0
-5.69E-05,-2.55E-05,0.00011014,5.51E-05,-2.35E-05,21:20.0
1.21E-05,-2.68E-05,8.59E-05,2.71E-05,-4.82E-05,21:20.0
6.85E-05,-2.00E-05,7.30E-05,8.28E-06,-7.12E-05,21:20.0
9.77E-05,-1.48E-05,6.70E-05,2.82E-06,-7.01E-05,21:20.0
5.47E-05,-1.45E-05,7.91E-05,1.79E-05,-5.16E-05,21:20.0
-1.61E-05,-8.61E-06,0.0001108,4.34E-05,-3.45E-05,21:20.0
-8.37E-05,-3.84E-06,0.00013408,6.38E-05,-1.12E-05,21:20.0
-0.00014443,-7.19E-06,0.00015586,8.41E-05,8.94E-06,21:20.0
-0.00016771,-6.12E-06,0.00017123,9.20E-05,1.50E-05,21:20.0
-0.0001291,-3.09E-06,0.00015478,7.63E-05,3.10E-06,21:20.0
-5.19E-05,-4.64E-06,0.00012866,4.90E-05,-2.60E-05,21:20.0
2.05E-05,-3.97E-06,0.00011059,2.22E-05,-5.17E-05,21:20.0
8.76E-05,-3.81E-06,9.84E-05,5.31E-06,-6.54E-05,21:20.0
0.00011241,-4.35E-06,9.34E-05,-1.78E-06,-6.95E-05,21:20.0
6.25E-05,-2.56E-06,1.00E-04,6.77E-06,-5.73E-05,21:20.0
4.93E-06,-1.66E-07,0.0001258,3.44E-05,-3.46E-05,21:20.0
-4.80E-05,5.59E-06,0.0001553,6.06E-05,-1.24E-05,21:20.0
-0.00011394,1.02E-05,0.00017419,7.53E-05,5.86E-06,21:20.0
-0.00013506,1.08E-05,0.00018285,8.14E-05,1.28E-05,21:20.0
-9.28E-05,1.06E-05,0.00017706,7.02E-05,9.70E-07,21:20.0
-1.79E-05,8.82E-06,0.00015479,4.24E-05,-2.66E-05,21:20.0
6.43E-05,1.16E-05,0.00012523,1.47E-05,-5.30E-05,21:20.0
0.00012144,1.37E-05,0.00010904,-1.21E-06,-6.72E-05,21:20.0
0.00013257,1.17E-05,0.00010994,-4.42E-06,-7.22E-05,21:20.0
9.99E-05,1.51E-05,0.00012575,6.02E-06,-5.83E-05,21:20.0
2.86E-05,1.70E-05,0.00015531,3.17E-05,-2.85E-05,21:20.0
-5.09E-05,1.94E-05,0.0001778,5.74E-05,-6.70E-06,21:20.0
-9.88E-05,2.34E-05,0.00019387,7.22E-05,6.32E-06,21:20.0
-0.00011739,2.16E-05,0.00020735,7.85E-05,1.50E-05,21:20.0
-7.81E-05,2.31E-05,0.00019622,6.27E-05,5.82E-06,21:20.0
1.69E-05,2.30E-05,0.00016705,3.09E-05,-2.21E-05,21:20.0
8.67E-05,2.32E-05,0.00014424,7.08E-06,-5.00E-05,21:20.0
0.00013644,2.84E-05,0.00012863,-1.37E-05,-6.85E-05,21:20.0
0.00016735,2.70E-05,0.00012261,-2.05E-05,-7.24E-05,21:20.0
0.00012729,2.79E-05,0.00013742,1.38E-06,-5.70E-05,21:20.0
5.21E-05,2.94E-05,0.00016289,2.44E-05,-3.38E-05,21:20.0
-1.51E-05,2.87E-05,0.00018725,4.14E-05,-9.85E-06,21:20.0
-6.87E-05,3.33E-05,0.00021132,6.04E-05,1.02E-05,21:20.0
-8.56E-05,3.26E-05,0.00021826,6.18E-05,1.38E-05,21:20.0
-3.73E-05,3.15E-05,0.00019823,4.20E-05,-2.79E-06,21:20.0
5.09E-05,3.38E-05,0.0001748,1.52E-05,-2.95E-05,21:20.0
0.00012395,3.55E-05,0.00016096,-9.37E-06,-5.19E-05,21:20.0
0.00018101,4.12E-05,0.00014375,-2.58E-05,-6.94E-05,21:20.1
0.00020353,4.31E-05,0.00013617,-3.12E-05,-7.47E-05,21:20.1
0.00016492,4.23E-05,0.00015597,-2.08E-05,-5.89E-05,21:20.1
9.39E-05,4.14E-05,0.00018007,3.77E-06,-3.96E-05,21:20.1
2.01E-05,3.97E-05,0.00020416,2.92E-05,-1.68E-05,21:20.1
-3.13E-05,4.41E-05,0.00022816,4.16E-05,8.37E-06,21:20.1
-4.34E-05,4.74E-05,0.00022939,4.40E-05,1.04E-05,21:20.1
1.71E-06,4.67E-05,0.00021855,3.45E-05,-5.11E-06,21:20.1
9.33E-05,4.73E-05,0.00020022,3.66E-06,-2.64E-05,21:20.1
0.00017561,4.82E-05,0.00017233,-2.52E-05,-5.31E-05,21:20.1
0.00022646,5.05E-05,0.0001588,-4.17E-05,-7.10E-05,21:20.1
0.00023602,5.09E-05,0.00016059,-4.91E-05,-7.01E-05,21:20.1
0.00020114,4.96E-05,0.00017723,-3.39E-05,-5.20E-05,21:20.1
0.00013377,5.30E-05,0.00020837,-9.20E-06,-2.54E-05,21:20.1
5.89E-05,5.55E-05,0.00022964,1.15E-05,-1.37E-06,21:20.1
1.44E-05,5.22E-05,0.00024405,2.76E-05,1.35E-05,21:20.1
-3.10E-06,4.89E-05,0.00025745,3.19E-05,1.72E-05,21:20.1
3.48E-05,5.05E-05,0.00024509,1.74E-05,3.62E-06,21:20.1
0.00013601,5.37E-05,0.00021236,-1.66E-05,-2.43E-05,21:20.1
0.00021215,5.24E-05,0.00019169,-4.55E-05,-4.65E-05,21:20.1
0.00025367,4.86E-05,0.00018007,-6.14E-05,-6.21E-05,21:20.1
0.00027385,4.62E-05,0.00017177,-6.78E-05,-6.41E-05,21:20.1
0.00023268,4.48E-05,0.00019066,-5.27E-05,-4.26E-05,21:20.1
0.00015495,4.28E-05,0.00022068,-3.35E-05,-1.99E-05,21:20.1
8.28E-05,3.92E-05,0.00023817,-1.30E-05,2.99E-06,21:20.1
2.47E-05,4.00E-05,0.00025889,1.02E-05,2.67E-05,21:20.1
7.15E-06,4.01E-05,0.00026416,9.39E-06,2.96E-05,21:20.1
5.64E-05,3.00E-05,0.00024334,-8.28E-06,1.51E-05,21:20.1
0.00013827,2.35E-05,0.00021866,-3.36E-05,-7.53E-06,21:20.1
0.00021553,2.54E-05,0.00018996,-6.59E-05,-3.25E-05,21:20.1
0.00027351,2.24E-05,0.00017125,-8.43E-05,-4.40E-05,21:20.1
0.00027316,1.79E-05,0.00017114,-8.48E-05,-3.94E-05,21:20.1
0.00022265,1.58E-05,0.00018158,-7.16E-05,-2.56E-05,21:20.1
0.00014969,1.18E-05,0.00020579,-4.82E-05,4.98E-07,21:20.1
6.69E-05,6.76E-06,0.0002304,-2.44E-05,2.99E-05,21:20.1
1.51E-05,1.65E-06,0.00024317,-1.05E-05,4.59E-05,21:20.1
1.15E-05,-1.36E-06,0.00023944,-1.31E-05,5.14E-05,21:20.1
5.51E-05,-4.48E-06,0.00021824,-2.59E-05,4.06E-05,21:20.1
0.00013344,-1.22E-05,0.00019033,-4.98E-05,1.09E-05,21:20.1
0.00021053,-1.97E-05,0.00015988,-8.06E-05,-1.15E-05,21:20.1
0.00024852,-2.54E-05,0.00013945,-9.58E-05,-1.66E-05,21:20.1
0.00023387,-3.17E-05,0.00013649,-8.94E-05,-1.33E-05,21:20.1
0.00018612,-3.37E-05,0.00014599,-7.17E-05,5.48E-06,21:20.1
0.00010315,-3.33E-05,0.00016758,-4.54E-05,3.74E-05,21:20.1
1.46E-05,-3.61E-05,0.00018518,-1.72E-05,6.25E-05,21:20.1
-3.71E-05,-3.85E-05,0.00019576,-2.78E-07,8.23E-05,21:20.1
-6.15E-05,-4.08E-05,0.00019833,5.64E-06,9.27E-05,21:20.1
-2.66E-05,-4.40E-05,0.00017215,-6.44E-06,7.45E-05,21:20.1
5.84E-05,-4.85E-05,0.0001313,-3.73E-05,4.29E-05,21:20.1
0.0001175,-4.99E-05,0.00010087,-5.74E-05,2.09E-05,21:20.1
0.00014155,-4.39E-05,8.51E-05,-6.18E-05,1.01E-05,21:20.2
0.00013287,-4.45E-05,7.83E-05,-5.59E-05,1.41E-05,21:20.2
7.41E-05,-4.44E-05,8.28E-05,-3.14E-05,3.32E-05,21:20.2
-9.76E-06,-3.57E-05,0.00010753,-1.49E-06,5.62E-05,21:20.2
-8.46E-05,-3.24E-05,0.00012706,2.69E-05,7.83E-05,21:20.2
-0.00014837,-2.86E-05,0.00012975,5.00E-05,9.73E-05,21:20.2
-0.00016605,-2.42E-05,0.00012663,5.13E-05,9.66E-05,21:20.2
-0.00010802,-2.24E-05,0.00010447,3.72E-05,7.68E-05,21:20.2
-4.37E-05,-1.78E-05,6.84E-05,1.95E-05,5.21E-05,21:20.2
6.71E-06,-1.82E-05,3.70E-05,-1.87E-06,2.24E-05,21:20.2
6.15E-05,-1.73E-05,1.72E-05,-1.73E-05,5.04E-06,21:20.2
5.60E-05,-1.12E-05,1.46E-05,-1.25E-05,1.25E-05,21:20.2
-1.19E-05,-9.43E-06,2.57E-05,1.06E-05,2.72E-05,21:20.2
-9.15E-05,-7.49E-06,4.56E-05,3.78E-05,4.86E-05,21:20.2
-0.0001704,-4.33E-06,6.84E-05,6.26E-05,7.65E-05,21:20.2
-0.00022431,-9.40E-07,7.90E-05,8.12E-05,8.96E-05,21:20.2
-0.00023291,3.03E-06,6.97E-05,8.36E-05,8.81E-05,21:20.2
-0.00019132,-1.58E-06,5.12E-05,6.88E-05,7.16E-05,21:20.2
-0.00011415,-6.97E-06,2.56E-05,4.67E-05,3.91E-05,21:20.2
-3.53E-05,-6.43E-06,-1.01E-05,2.31E-05,1.66E-05,21:20.2
6.42E-06,-9.82E-06,-3.01E-05,7.12E-06,4.99E-06,21:20.2
-9.49E-06,-9.60E-06,-2.53E-05,1.09E-05,2.98E-06,21:20.2
-5.77E-05,-7.17E-06,-1.52E-05,3.02E-05,2.20E-05,21:20.2
-0.00013099,-1.19E-05,6.42E-06,5.92E-05,4.50E-05,21:20.2
-0.00021442,-1.17E-05,3.49E-05,8.54E-05,6.66E-05,21:20.2
-0.00025946,-9.68E-06,4.56E-05,9.86E-05,8.64E-05,21:20.2
-0.00026134,-9.74E-06,4.36E-05,0.0001022,8.69E-05,21:20.2
-0.00021598,-6.06E-06,2.54E-05,8.25E-05,6.69E-05,21:20.2
-0.00012892,-9.93E-06,-5.71E-06,5.00E-05,3.91E-05,21:20.2
-5.57E-05,-1.17E-05,-2.71E-05,3.02E-05,1.13E-05,21:20.2
-1.90E-05,-5.45E-06,-4.25E-05,1.65E-05,-6.21E-06,21:20.2
-1.63E-05,-6.90E-06,-4.23E-05,2.18E-05,3.25E-06,21:20.2
-6.43E-05,-3.72E-06,-2.13E-05,4.69E-05,2.64E-05,21:20.2
-0.00014189,2.17E-06,1.04E-06,6.70E-05,4.53E-05,21:20.2
-0.00020774,1.04E-06,2.48E-05,8.66E-05,6.72E-05,21:20.2
-0.00025774,4.48E-06,4.05E-05,0.00010349,7.93E-05,21:20.2
-0.00025933,4.11E-06,3.44E-05,0.00010102,7.83E-05,21:20.2
-0.00018937,-5.75E-07,1.60E-05,7.88E-05,6.08E-05,21:20.2
-0.00011049,1.28E-06,-9.39E-06,5.24E-05,2.95E-05,21:20.2
-4.73E-05,1.53E-06,-3.60E-05,2.99E-05,1.11E-05,21:20.2
4.44E-07,-3.54E-07,-4.72E-05,1.35E-05,-1.79E-05,21:20.2
-8.85E-06,1.05E-06,-3.84E-05,1.58E-05,-3.14E-05,21:20.2
-6.89E-05,1.39E-06,-2.24E-05,3.40E-05,1.10E-05,21:20.2
-0.00014319,2.30E-07,-8.03E-07,5.88E-05,4.64E-05,21:20.2
-0.00020975,2.05E-06,2.75E-05,8.61E-05,6.50E-05,21:20.2
-0.00025147,4.50E-06,4.00E-05,9.75E-05,7.88E-05,21:20.2
-0.00024892,2.61E-06,3.00E-05,9.09E-05,7.16E-05,21:20.2
-0.00019408,1.48E-06,1.22E-05,7.87E-05,5.61E-05,21:20.2
-0.00011622,2.75E-06,-1.20E-05,5.43E-05,2.62E-05,21:20.2
-4.10E-05,-1.05E-06,-3.46E-05,2.44E-05,7.65E-08,21:20.2
9.96E-07,-4.15E-06,-4.33E-05,1.22E-05,-7.95E-06,21:20.3
-1.37E-05,-1.54E-06,-3.94E-05,1.41E-05,-8.63E-06,21:20.3
-6.30E-05,1.26E-06,-2.39E-05,2.82E-05,9.54E-06,21:20.3
-0.00013105,2.93E-06,1.01E-06,5.54E-05,3.45E-05,21:20.3
-0.0001984,2.68E-06,2.69E-05,7.65E-05,5.64E-05,21:20.3
-0.00024127,4.60E-06,4.26E-05,9.20E-05,7.50E-05,21:20.3
-0.00024543,5.66E-06,4.15E-05,9.68E-05,7.17E-05,21:20.3
-0.0001843,5.29E-07,1.92E-05,7.32E-05,4.70E-05,21:20.3
-8.39E-05,7.11E-07,-1.13E-05,4.14E-05,1.68E-05,21:20.3
-1.72E-05,4.37E-06,-3.04E-05,2.05E-05,-7.72E-06,21:20.3
6.68E-06,2.68E-06,-4.48E-05,5.31E-06,-2.03E-05,21:20.3
4.71E-06,1.02E-06,-4.23E-05,5.94E-06,-1.25E-05,21:20.3
-4.56E-05,-3.27E-07,-1.70E-05,2.91E-05,1.13E-05,21:20.3
-0.00012115,1.17E-07,9.01E-07,5.35E-05,3.36E-05,21:20.3
-0.00018421,4.45E-06,1.75E-05,7.32E-05,5.42E-05,21:20.3
-0.00023352,5.33E-06,3.58E-05,9.16E-05,6.86E-05,21:20.3
-0.00022005,3.01E-06,2.94E-05,8.55E-05,6.43E-05,21:20.3
-0.00014396,5.53E-07,6.38E-06,5.85E-05,4.17E-05,21:20.3
-7.88E-05,-2.61E-06,-1.51E-05,3.65E-05,1.35E-05,21:20.3
-2.00E-05,-3.47E-06,-3.70E-05,1.58E-05,-6.93E-06,21:20.3
2.86E-05,-3.30E-06,-5.41E-05,3.53E-07,-2.06E-05,21:20.3
1.31E-05,-4.87E-06,-4.72E-05,7.83E-06,-1.62E-05,21:20.3
-4.80E-05,-6.97E-06,-2.33E-05,2.90E-05,8.63E-06,21:20.3
-0.00011756,-7.00E-06,-4.14E-06,4.83E-05,3.12E-05,21:20.3
-0.00018919,-4.50E-06,1.94E-05,6.91E-05,5.25E-05,21:20.3
-0.00023088,-4.14E-06,3.89E-05,8.78E-05,6.73E-05,21:20.3
-0.00021234,-5.05E-06,2.80E-05,8.41E-05,6.26E-05,21:20.3
-0.00015237,-4.50E-06,5.90E-06,5.63E-05,4.12E-05,21:20.3
-7.72E-05,-4.64E-06,-1.57E-05,2.68E-05,8.52E-06,21:20.3
5.66E-07,-4.10E-06,-4.16E-05,9.84E-06,-1.27E-05,21:20.3
3.44E-05,-5.64E-06,-5.21E-05,-1.28E-06,-1.69E-05,21:20.3
6.77E-06,-8.21E-06,-4.79E-05,-3.15E-07,-1.30E-05,21:20.3
-3.77E-05,-4.72E-06,-3.23E-05,2.20E-05,4.28E-06,21:20.3
